,actuals,predictions
15129,32.0,21.54055
15130,32.0,21.590866
15131,32.0,21.503925
15132,32.0,21.597733
15133,32.0,21.504765
15134,32.0,21.536259
15135,32.0,21.579788
15136,32.0,21.492561
15137,32.0,21.405209
15138,32.0,21.238852
15139,32.0,21.549515
15140,32.0,21.499361
15141,32.0,21.428434
15142,32.0,21.3548
15143,32.0,21.305206
15144,32.0,21.459354
15145,32.0,21.628475
15146,32.0,21.445326
15147,32.0,21.361637
15148,32.0,21.309189
15149,32.0,20.940207
15150,32.0,21.434408
15151,32.0,21.506798
15152,32.0,21.33603
15153,32.0,21.286121
15154,32.0,20.924667
15155,32.0,20.69781
15156,32.0,21.345375
15157,32.0,21.415747
15158,32.0,21.269325
15159,32.0,20.912548
15160,32.0,20.68877
15161,32.0,20.503916
15162,32.0,21.287636
15163,32.0,21.361933
15164,32.0,20.924168
15165,32.0,20.694925
15166,32.0,20.50704
15167,32.0,20.585411
15168,32.0,21.240124
15169,32.0,21.034817
15170,32.0,20.728558
15171,32.0,20.529106
15172,32.0,20.5995
15173,32.0,20.553722
15174,32.0,20.914309
15175,32.0,20.83261
15176,32.0,20.554117
15177,32.0,20.610567
15178,32.0,20.55907
15179,32.0,20.496313
15180,32.0,20.829767
15181,32.0,20.73992
15182,32.0,20.690224
15183,32.0,20.606739
15184,32.0,20.524952
15185,32.0,20.442055
15186,32.0,20.757698
15187,32.0,20.88741
15188,32.0,20.692326
15189,32.0,20.57561
15190,32.0,20.471651
15191,32.0,20.194847
15192,32.0,20.919289
15193,32.0,20.892813
15194,32.0,20.663925
15195,32.0,20.523792
15196,32.0,20.223232
15197,32.0,20.090353
15198,32.0,20.884764
15199,32.0,20.837551
15200,32.0,20.592701
15201,32.0,20.259733
15202,32.0,20.107826
15203,32.0,20.167469
15204,32.0,20.834967
15205,32.0,20.762888
15206,32.0,20.327568
15207,32.0,20.139849
15208,32.0,20.18215
15209,32.0,20.119709
15210,32.0,20.804993
15211,32.0,20.523813
15212,32.0,20.221197
15213,32.0,20.219437
15214,32.0,20.136248
15215,32.0,20.01536
15216,32.0,20.57276
15217,32.0,20.410563
15218,32.0,20.291227
15219,32.0,20.164665
15220,32.0,20.02673
15221,32.0,19.863306
15222,32.0,20.545635
15223,32.0,20.52266
15224,32.0,20.2578
15225,32.0,20.068256
15226,32.0,19.878992
15227,32.0,19.8051
15228,32.0,20.705425
15229,32.0,20.509377
15230,32.0,20.17617
15231,32.0,19.92013
15232,32.0,19.821377
15233,32.0,19.835278
15234,32.0,20.678116
15235,32.0,20.404951
15236,32.0,20.003235
15237,32.0,19.848896
15238,32.0,19.845362
15239,32.0,19.66223
15240,32.0,20.610506
15241,32.0,20.251858
15242,32.0,19.942911
15243,32.0,19.880836
15244,32.0,19.675175
15245,32.0,19.706059
15246,32.0,20.468416
15247,32.0,20.169806
15248,32.0,19.956726
15249,32.0,19.69483
15250,32.0,19.71021
15251,32.0,19.816952
15252,32.0,20.460606
15253,32.0,20.214035
15254,32.0,19.781864
15255,32.0,19.734125
15256,32.0,19.824062
15257,32.0,19.840786
15258,32.0,20.563969
15259,32.0,20.074543
15260,32.0,19.834442
15261,32.0,19.856165
15262,32.0,19.852772
15263,32.0,19.797184
15264,32.0,20.400854
15265,32.0,20.104012
15266,32.0,19.941505
15267,32.0,19.878029
15268,32.0,19.803694
15269,32.0,19.758957
15270,32.0,20.450087
15271,32.0,20.208376
15272,32.0,19.958878
15273,32.0,19.822628
15274,32.0,19.762589
15275,32.0,19.579136
15276,32.0,20.594019
15277,32.0,20.244204
15278,32.0,19.90679
15279,32.0,19.783709
15280,32.0,19.583813
15281,32.0,19.465637
15282,32.0,20.668314
15283,32.0,20.225754
15284,32.0,19.882935
15285,32.0,19.612051
15286,32.0,19.473667
15287,36.0,19.275263
15288,32.0,20.568672
15289,32.0,20.166481
15290,32.0,19.694027
15291,32.0,19.492336
15292,36.0,19.277918
15293,36.0,19.016521
15294,32.0,20.5346
15295,32.0,20.005278
15296,32.0,19.588217
15297,36.0,19.301468
15298,36.0,19.02083
15299,36.0,18.790138
15300,32.0,20.351095
15301,32.0,19.904785
15302,36.0,19.40238
15303,36.0,19.044878
15304,36.0,18.794037
15305,36.0,18.502378
15306,32.0,20.248096
15307,36.0,19.724981
15308,36.0,19.15701
15309,36.0,18.82369
15310,36.0,18.508312
15311,36.0,18.676355
15312,36.0,20.073315
15313,36.0,19.48042
15314,36.0,18.955376
15315,36.0,18.54791
15316,36.0,18.689648
15317,36.0,18.681973
15318,36.0,19.897352
15319,36.0,19.303507
15320,36.0,18.709215
15321,36.0,18.75171
15322,36.0,18.706242
15323,36.0,18.596943
15324,36.0,19.845757
15325,36.0,19.10599
15326,36.0,18.964546
15327,36.0,18.796598
15328,36.0,18.637196
15329,36.0,18.461735
15330,36.0,19.934893
15331,36.0,19.483276
15332,36.0,19.072203
15333,36.0,18.763712
15334,36.0,18.5213
15335,36.0,18.634146
15336,36.0,20.119696
15337,36.0,19.519665
15338,36.0,19.019156
15339,36.0,18.642643
15340,36.0,18.697552
15341,36.0,18.528454
15342,36.0,20.169477
15343,36.0,19.476643
15344,36.0,18.919497
15345,36.0,18.841541
15346,36.0,18.60317
15347,36.0,18.82583
15348,36.0,20.143604
15349,36.0,19.402403
15350,36.0,19.156921
15351,36.0,18.768938
15352,36.0,18.91923
15353,36.0,18.797615
15354,36.0,20.184952
15355,36.0,19.651718
15356,36.0,19.087908
15357,36.0,19.098606
15358,36.0,18.895296
15359,36.0,18.695337
15360,36.0,20.286343
15361,36.0,19.569729
15362,36.0,19.44259
15363,36.0,19.089418
15364,36.0,18.808516
15365,36.0,18.744537
15366,36.0,20.361223
15367,36.0,19.946085
15368,36.0,19.447111
15369,36.0,19.024918
15370,36.0,18.880564
15371,36.0,19.139404
15372,36.0,20.549908
15373,36.0,19.918205
15374,36.0,19.405592
15375,36.0,19.132559
15376,36.0,19.317871
15377,36.0,19.336596
15378,36.0,20.60881
15379,36.0,19.951231
15380,36.0,19.614187
15381,36.0,19.669117
15382,36.0,19.591951
15383,36.0,19.710735
15384,36.0,20.786287
15385,36.0,20.170307
15386,36.0,20.189432
15387,36.0,19.991787
15388,36.0,20.029163
15389,36.0,19.866138
15390,36.0,21.010136
15391,36.0,20.718712
15392,36.0,20.532505
15393,36.0,20.47662
15394,36.0,20.216011
15395,36.0,20.169098
15396,36.0,21.28067
15397,36.0,20.949635
15398,36.0,20.969542
15399,36.0,20.628794
15400,36.0,20.504898
15401,36.0,20.43018
15402,36.0,21.462997
15403,36.0,21.312672
15404,36.0,21.069468
15405,36.0,20.885273
15406,36.0,20.737291
15407,36.0,20.819155
15408,36.0,21.647503
15409,36.0,21.29447
15410,36.0,21.23395
15411,36.0,21.045835
15412,36.0,21.071697
15413,36.0,20.838078
15414,36.0,21.660812
15415,36.0,21.460773
15416,36.0,21.408247
15417,36.0,21.383518
15418,36.0,21.081524
15419,36.0,21.18225
15420,36.0,21.707226
15421,36.0,21.54855
15422,36.0,21.673487
15423,36.0,21.337688
15424,36.0,21.386547
15425,36.0,21.199957
15426,36.0,21.737648
15427,36.0,21.766573
15428,36.0,21.592684
15429,36.0,21.612465
15430,36.0,21.384247
15431,36.0,22.601984
15432,36.0,21.81877
15433,36.0,21.6336
15434,36.0,21.811872
15435,36.0,21.566309
15436,36.0,22.722506
15437,36.0,21.438404
15438,36.0,21.762886
15439,36.0,21.885036
15440,36.0,21.79015
15441,36.0,22.900457
15442,36.0,21.581057
15443,36.0,21.608244
15444,36.0,21.835909
15445,36.0,21.768206
15446,36.0,23.07546
15447,36.0,21.74314
15448,36.0,21.732029
15449,36.0,21.572042
15450,36.0,21.835732
15451,36.0,21.76795
15452,36.0,23.075228
15453,36.0,21.742842
15454,36.0,21.731716
15455,36.0,21.57171
15456,36.0,21.835564
15457,36.0,21.767702
15458,36.0,23.075
15459,36.0,21.742552
15460,36.0,21.73141
15461,36.0,21.571383
15462,36.0,21.835394
15463,36.0,21.767456
15464,36.0,23.074776
15465,36.0,21.742266
15466,36.0,21.731106
15467,36.0,21.571064
15468,36.0,21.835226
15469,36.0,21.767214
15470,36.0,23.074554
15471,36.0,21.741983
15472,36.0,21.730806
15473,36.0,21.570745
15474,36.0,21.835062
15475,36.0,21.766975
15476,36.0,23.074333
15477,36.0,21.741703
15478,36.0,21.73051
15479,36.0,21.57043
15480,36.0,21.834898
15481,36.0,21.766739
15482,36.0,23.074118
15483,36.0,21.741426
15484,36.0,21.730217
15485,36.0,21.57012
15486,36.0,21.834734
15487,36.0,21.766502
15488,36.0,23.073902
15489,36.0,21.74115
15490,36.0,21.729927
15491,36.0,21.56981
15492,36.0,21.834572
15493,36.0,21.766266
15494,36.0,23.07369
15495,36.0,21.74088
15496,36.0,21.729641
15497,36.0,21.569506
15498,36.0,21.834412
15499,36.0,21.766033
15500,36.0,23.073475
15501,36.0,21.740606
15502,36.0,21.729351
15503,36.0,21.569202
15504,36.0,21.834248
15505,36.0,21.7658
15506,36.0,23.073263
15507,36.0,21.740335
15508,36.0,21.729065
15509,36.0,21.5689
15510,36.0,21.834085
15511,36.0,21.765566
15512,36.0,23.07305
15513,36.0,21.740068
15514,36.0,21.728783
15515,36.0,21.568598
15516,36.0,21.833923
15517,36.0,21.765331
15518,36.0,23.072838
15519,36.0,21.739796
15520,36.0,21.728498
15521,36.0,21.568298
15522,36.0,21.83376
15523,36.0,21.765097
15524,36.0,23.072626
15525,36.0,21.739529
15526,36.0,21.728214
15527,36.0,21.567999
15528,36.0,21.833591
15529,36.0,21.764858
15530,36.0,23.072412
15531,36.0,21.739262
15532,36.0,21.727934
15533,36.0,21.567701
15534,36.0,21.833424
15535,36.0,21.76462
15536,36.0,23.0722
15537,36.0,21.738993
15538,36.0,21.727652
15539,36.0,21.5674
15540,36.0,21.833256
15541,36.0,21.764381
15542,36.0,23.071987
15543,36.0,21.738724
15544,36.0,21.72737
15545,36.0,21.567104
15546,36.0,21.833084
15547,36.0,21.76414
15548,36.0,23.071774
15549,36.0,21.738457
15550,36.0,21.72709
15551,36.0,21.566809
15552,36.0,21.832912
15553,36.0,21.763897
15554,36.0,23.07156
15555,36.0,21.738192
15556,36.0,21.726812
15557,36.0,21.566517
15558,36.0,21.832737
15559,36.0,21.763653
15560,36.0,23.07135
15561,36.0,21.737926
15562,36.0,21.726538
15563,36.0,21.566227
15564,36.0,21.832561
15565,36.0,21.763407
15566,36.0,23.071136
15567,36.0,21.737665
15568,36.0,21.726265
15569,36.0,21.56594
15570,36.0,21.832382
15571,36.0,21.763163
15572,36.0,23.070927
15573,36.0,21.737408
15574,36.0,21.725996
15575,36.0,21.56566
15576,36.0,21.832203
15577,36.0,21.762917
15578,36.0,23.07072
15579,36.0,21.737156
15580,36.0,21.725735
15581,36.0,21.565386
15582,36.0,21.832024
15583,36.0,21.762672
15584,36.0,23.070517
15585,36.0,21.736908
15586,36.0,21.725481
15587,36.0,21.56512
15588,36.0,21.831844
15589,36.0,21.76243
15590,36.0,23.070316
15591,36.0,21.736668
15592,36.0,21.725235
15593,36.0,21.564865
15594,36.0,21.831665
15595,36.0,21.762192
15596,36.0,23.070124
15597,36.0,21.736439
15598,36.0,21.725
15599,36.0,21.564623
15600,36.0,21.831486
15601,36.0,21.761955
15602,36.0,23.069939
15603,36.0,21.73622
15604,36.0,21.72478
15605,36.0,21.564396
15606,36.0,21.83131
15607,36.0,21.761728
15608,36.0,23.069761
15609,36.0,21.736017
15610,36.0,21.724575
15611,36.0,21.564186
15612,36.0,21.831135
15613,36.0,21.761505
15614,36.0,23.069595
15615,36.0,21.735826
15616,36.0,21.724388
15617,36.0,21.563995
15618,36.0,21.830965
15619,36.0,21.761292
15620,36.0,23.069439
15621,36.0,21.735657
15622,36.0,21.72422
15623,36.0,21.563826
15624,36.0,21.830801
15625,36.0,21.76109
15626,36.0,23.069298
15627,36.0,21.735504
15628,36.0,21.724073
15629,36.0,21.563683
15630,36.0,21.830643
15631,36.0,21.7609
15632,36.0,23.069174
15633,36.0,21.735378
15634,36.0,21.723955
15635,36.0,21.563568
15636,36.0,21.83049
15637,36.0,21.760721
15638,36.0,23.069065
15639,36.0,21.735273
15640,36.0,21.723862
15641,36.0,21.563482
15642,36.0,21.830345
15643,36.0,21.76056
15644,36.0,23.068974
15645,36.0,21.735193
15646,36.0,21.723797
15647,36.0,21.563427
15648,36.0,21.83021
15649,36.0,21.760414
15650,36.0,23.068901
15651,36.0,21.735142
15652,36.0,21.723763
15653,36.0,21.563402
15654,36.0,21.830086
15655,36.0,21.760284
15656,36.0,23.068848
15657,36.0,21.735115
15658,36.0,21.723755
15659,36.0,21.56341
15660,36.0,21.829971
15661,36.0,21.760174
15662,36.0,23.068813
15663,36.0,21.735115
15664,36.0,21.723776
15665,36.0,21.563448
15666,36.0,21.829868
15667,36.0,21.760082
15668,36.0,23.068798
15669,36.0,21.73514
15670,36.0,21.723825
15671,36.0,21.563517
15672,36.0,21.829779
15673,36.0,21.760008
15674,36.0,23.068802
15675,36.0,21.73519
15676,36.0,21.723902
15677,36.0,21.563614
15678,36.0,21.829704
15679,36.0,21.759954
15680,36.0,23.068825
15681,36.0,21.735264
15682,36.0,21.724003
15683,36.0,21.563738
15684,36.0,21.829643
15685,36.0,21.759924
15686,36.0,23.068863
15687,36.0,21.73536
15688,36.0,21.724125
15689,36.0,21.563883
15690,36.0,21.829601
15691,36.0,21.759914
15692,36.0,23.06892
15693,36.0,21.735474
15694,36.0,21.724268
15695,36.0,21.564049
15696,36.0,21.82957
15697,36.0,21.759922
15698,36.0,23.06899
15699,36.0,21.735603
15700,36.0,21.724424
15701,36.0,21.56423
15702,36.0,21.829554
15703,36.0,21.759945
15704,36.0,23.06907
15705,36.0,21.735746
15706,36.0,21.724594
15707,36.0,21.564425
15708,36.0,21.829607
15709,36.0,21.759989
15710,36.0,23.069164
15711,36.0,21.735897
15712,36.0,21.724771
15713,36.0,21.564627
15714,36.0,21.829033
15715,36.0,21.759193
15716,36.0,23.068825
15717,36.0,21.735733
15718,36.0,21.724737
15719,36.0,21.564692
15720,36.0,21.825296
15721,36.0,21.75721
15722,36.0,23.067493
15723,36.0,21.734776
15724,36.0,21.724157
15725,36.0,21.564384
15726,36.0,21.856249
15727,36.0,21.77445
15728,36.0,23.076248
15729,36.0,21.74118
15730,36.0,21.72837
15731,36.0,21.567194
15732,36.0,21.775753
15733,36.0,21.583254
15734,36.0,22.985584
15735,36.0,21.676107
15736,36.0,21.684261
15737,36.0,21.537868
15738,36.0,21.223913
15739,36.0,21.313047
15740,36.0,22.632462
15741,36.0,21.361465
15742,36.0,21.446417
15743,36.0,21.364819
15744,36.0,21.204807
15745,36.0,22.804575
15746,36.0,21.47134
15747,36.0,21.514065
15748,36.0,21.415455
15749,0.0,
15750,36.0,22.408272
15751,36.0,21.473343
15752,36.0,21.601284
15753,36.0,21.473427
15754,0.0,
15755,0.0,
15756,36.0,21.209057
15757,36.0,21.660088
15758,36.0,21.54047
15759,0.0,
15760,0.0,
15761,0.0,
15762,36.0,21.346848
15763,36.0,21.641138
15764,0.0,
15765,0.0,
15766,0.0,
15767,0.0,
15768,36.0,21.363773
15769,0.0,
15770,0.0,
15771,0.0,
15772,0.0,
15773,0.0,
15774,27.0,24.6372
15775,27.0,25.206177
15776,27.0,24.876415
15777,27.0,24.894306
15778,27.0,24.79062
15779,27.0,24.689598
15780,27.0,24.612442
15781,27.0,25.223385
15782,27.0,24.88659
15783,27.0,24.900719
15784,27.0,24.796988
15785,27.0,24.696468
15786,27.0,24.58442
15787,27.0,25.247417
15788,27.0,24.899448
15789,27.0,24.906595
15790,27.0,24.804039
15791,27.0,24.709618
15792,27.0,24.550037
15793,27.0,25.273907
15794,27.0,24.90907
15795,27.0,24.912025
15796,27.0,24.815783
15797,27.0,24.716942
15798,27.0,24.530493
15799,27.0,25.296783
15800,27.0,24.920822
15801,27.0,24.924667
15802,27.0,24.823843
15803,27.0,24.71602
15804,27.0,24.518005
15805,27.0,25.317532
15806,27.0,24.93905
15807,27.0,24.933075
15808,27.0,24.823019
15809,27.0,24.730125
15810,27.0,24.513527
15811,27.0,25.343882
15812,27.0,24.951233
15813,27.0,24.932117
15814,27.0,24.837467
15815,27.0,24.727978
15816,27.0,24.520418
15817,27.0,25.362392
15818,27.0,24.952965
15819,27.0,24.947577
15820,27.0,24.835295
15821,27.0,24.676514
15822,27.0,24.533558
15823,27.0,25.368052
15824,27.0,24.971096
15825,27.0,24.946566
15826,27.0,24.788174
15827,27.0,24.60733
15828,27.0,24.54229
15829,27.0,25.393364
15830,27.0,24.97343
15831,27.0,24.906017
15832,27.0,24.72756
15833,27.0,24.565538
15834,27.0,24.565857
15835,27.0,25.399155
15836,27.0,24.947853
15837,27.0,24.86343
15838,27.0,24.696243
15839,27.0,24.50184
15840,27.0,24.550552
15841,27.0,25.36895
15842,27.0,24.896954
15843,27.0,24.820072
15844,27.0,24.608545
15845,27.0,24.317078
15846,27.0,24.491627
15847,27.0,25.329967
15848,27.0,24.862265
15849,27.0,24.731533
15850,27.0,24.409555
15851,27.0,24.018951
15852,27.0,24.440224
15853,27.0,25.330894
15854,27.0,24.824532
15855,27.0,24.566875
15856,27.0,24.12872
15857,27.0,23.791788
15858,27.0,24.46299
15859,27.0,25.259975
15860,27.0,24.635948
15861,27.0,24.249268
15862,27.0,23.86435
15863,27.0,23.583218
15864,27.0,24.347591
15865,27.0,24.799335
15866,27.0,24.132225
15867,27.0,23.845936
15868,27.0,23.55263
15869,27.0,23.323872
15870,27.0,23.513681
15871,27.0,24.007738
15872,27.0,23.491482
15873,27.0,23.329521
15874,27.0,23.08543
15875,27.0,22.91782
15876,27.0,22.671165
15877,27.0,23.368103
15878,27.0,22.899437
15879,27.0,22.826168
15880,27.0,22.66216
15881,27.0,22.550053
15882,27.0,23.010117
15883,27.0,23.287762
15884,27.0,22.850199
15885,27.0,22.751534
15886,27.0,22.573112
15887,27.0,22.095684
15888,27.0,23.057732
15889,27.0,23.270555
15890,27.0,22.798676
15891,27.0,22.68769
15892,27.0,22.122581
15893,27.0,21.367218
15894,27.0,23.014706
15895,27.0,23.20328
15896,27.0,22.715971
15897,27.0,22.183506
15898,27.0,21.388073
15899,27.0,21.603605
15900,27.0,22.970648
15901,27.0,23.140179
15902,27.0,22.164518
15903,27.0,21.43955
15904,27.0,21.619875
15905,27.0,21.635122
15906,27.0,22.912327
15907,27.0,22.563576
15908,27.0,21.526693
15909,27.0,21.720589
15910,27.0,21.67341
15911,27.0,21.672848
15912,27.0,22.61454
15913,27.0,21.959612
15914,27.0,21.780125
15915,27.0,21.755535
15916,27.0,21.704538
15917,27.0,21.658594
15918,27.0,22.3591
15919,27.0,22.591848
15920,27.0,22.008186
15921,27.0,21.901388
15922,27.0,21.747498
15923,27.0,21.552818
15924,27.0,22.411762
15925,27.0,22.504503
15926,27.0,21.938175
15927,27.0,21.831593
15928,27.0,21.578562
15929,27.0,21.530182
15930,27.0,22.338112
15931,27.0,22.461338
15932,27.0,21.881031
15933,27.0,21.664165
15934,27.0,21.558043
15935,27.0,21.492504
15936,27.0,22.280594
15937,27.0,22.404255
15938,27.0,21.70844
15939,27.0,21.642708
15940,27.0,21.519629
15941,27.0,21.426304
15942,27.0,22.233742
15943,27.0,22.231571
15944,27.0,21.687233
15945,27.0,21.60471
15946,27.0,21.454985
15947,27.0,21.348679
15948,27.0,22.033768
15949,27.0,22.231113
15950,27.0,21.665169
15951,27.0,21.550991
15952,27.0,21.38199
15953,27.0,21.269077
15954,27.0,22.148054
15955,27.0,22.23626
15956,27.0,21.61629
15957,27.0,21.479849
15958,27.0,21.302912
15959,27.0,21.183712
15960,27.0,22.0905
15961,27.0,22.164696
15962,27.0,21.535576
15963,27.0,21.395119
15964,27.0,21.21486
15965,27.0,21.077217
15966,27.0,22.039902
15967,27.0,22.08576
15968,27.0,21.45376
15969,27.0,21.306715
15970,27.0,21.108398
15971,27.0,21.002792
15972,27.0,21.984953
15973,27.0,22.018948
15974,27.0,21.372736
15975,27.0,21.203947
15976,27.0,21.035648
15977,27.0,20.932705
15978,27.0,21.931843
15979,27.0,21.941193
15980,27.0,21.269663
15981,27.0,21.13084
15982,27.0,20.965857
15983,27.0,20.880657
15984,27.0,21.878849
15985,27.0,21.838692
15986,27.0,21.19891
15987,27.0,21.061419
15988,27.0,20.91335
15989,27.0,20.820244
15990,27.0,21.800533
15991,27.0,21.774412
15992,27.0,21.136162
15993,27.0,21.010242
15994,27.0,20.853859
15995,27.0,20.755928
15996,27.0,21.773582
15997,27.0,21.714355
15998,27.0,21.089481
15999,27.0,20.950108
16000,27.0,20.788902
16001,27.0,20.691345
16002,27.0,21.727205
16003,27.0,21.666239
16004,27.0,21.03178
16005,27.0,20.884136
16006,27.0,20.723328
16007,27.0,20.609125
16008,27.0,21.714165
16009,27.0,21.615131
16010,27.0,20.969873
16011,27.0,20.818413
16012,27.0,20.640364
16013,27.0,20.575651
16014,27.0,21.687943
16015,27.0,21.55796
16016,27.0,20.905739
16017,27.0,20.73548
16018,27.0,20.605171
16019,27.0,20.508987
16020,27.0,21.657797
16021,27.0,21.506334
16022,27.0,20.825603
16023,27.0,20.69988
16024,27.0,20.537994
16025,27.0,20.451843
16026,27.0,21.636654
16027,27.0,21.443127
16028,27.0,20.796188
16029,27.0,20.635107
16030,27.0,20.479755
16031,27.0,20.385498
16032,27.0,21.582245
16033,27.0,21.420322
16034,27.0,20.732124
16035,27.0,20.577198
16036,27.0,20.410975
16037,27.0,20.36625
16038,27.0,21.620043
16039,27.0,21.369423
16040,27.0,20.67685
16041,27.0,20.509356
16042,27.0,20.389973
16043,27.0,20.297968
16044,27.0,21.567472
16045,27.0,21.319286
16046,27.0,20.604055
16047,27.0,20.488184
16048,27.0,20.319351
16049,27.0,20.339119
16050,27.0,21.549309
16051,27.0,21.263783
16052,27.0,20.58628
16053,27.0,20.41731
16054,27.0,20.360964
16055,27.0,20.346846
16056,27.0,21.474215
16057,27.0,21.248528
16058,27.0,20.505114
16059,27.0,20.46113
16060,27.0,20.370256
16061,27.0,20.39392
16062,27.0,21.49514
16063,27.0,21.148592
16064,27.0,20.553967
16065,27.0,20.4747
16066,27.0,20.422949
16067,27.0,20.44661
16068,27.0,21.3518
16069,27.0,21.186884
16070,27.0,20.571692
16071,27.0,20.53898
16072,27.0,20.485258
16073,27.0,20.503468
16074,27.0,21.464708
16075,27.0,21.203789
16076,27.0,20.632969
16077,27.0,20.606424
16078,27.0,20.548208
16079,27.0,20.57617
16080,27.0,21.411688
16081,27.0,21.227718
16082,27.0,20.698818
16083,27.0,20.674881
16084,27.0,20.63032
16085,27.0,20.584885
16086,27.0,21.460764
16087,27.0,21.261309
16088,27.0,20.764856
16089,27.0,20.760847
16090,27.0,20.64869
16091,27.0,20.704811
16092,27.0,21.48325
16093,27.0,21.288876
16094,27.0,20.849276
16095,27.0,20.782465
16096,27.0,20.776205
16097,27.0,20.730762
16098,27.0,21.511658
16099,27.0,21.35604
16100,27.0,20.881458
16101,27.0,20.925495
16102,27.0,20.82106
16103,27.0,20.766367
16104,27.0,21.522196
16105,27.0,21.305893
16106,27.0,20.974665
16107,27.0,20.927444
16108,27.0,20.82029
16109,27.0,20.724081
16110,27.0,21.433836
16111,27.0,21.380764
16112,27.0,20.991348
16113,27.0,20.938997
16114,27.0,20.786121
16115,27.0,20.848457
16116,27.0,21.502932
16117,27.0,21.326576
16118,27.0,20.905684
16119,27.0,20.827898
16120,27.0,20.845886
16121,27.0,20.82409
16122,27.0,21.493977
16123,27.0,21.31268
16124,27.0,20.845404
16125,27.0,20.92942
16126,27.0,20.855108
16127,27.0,20.861612
16128,27.0,21.56028
16129,27.0,21.3279
16130,27.0,21.001844
16131,27.0,20.980726
16132,27.0,20.921682
16133,27.0,20.927181
16134,27.0,21.631294
16135,27.0,21.535988
16136,27.0,21.134686
16137,27.0,21.109268
16138,27.0,21.038778
16139,27.0,21.045773
16140,27.0,21.96519
16141,27.0,21.68925
16142,27.0,21.278427
16143,27.0,21.23959
16144,27.0,21.172787
16145,27.0,21.18064
16146,27.0,22.052832
16147,27.0,21.80985
16148,27.0,21.41991
16149,27.0,21.386787
16150,27.0,21.3263
16151,27.0,21.346855
16152,27.0,22.134836
16153,27.0,21.90129
16154,27.0,21.550245
16155,27.0,21.525845
16156,27.0,21.48852
16157,27.0,21.498219
16158,27.0,22.216125
16159,27.0,22.007849
16160,27.0,21.691355
16161,27.0,21.691038
16162,27.0,21.649706
16163,27.0,21.683247
16164,27.0,22.2917
16165,27.0,22.101444
16166,27.0,21.838095
16167,27.0,21.83051
16168,27.0,21.82123
16169,27.0,21.851276
16170,27.0,22.365952
16171,27.0,22.21404
16172,27.0,21.967108
16173,27.0,21.988562
16174,27.0,21.97979
16175,27.0,22.103794
16176,27.0,22.455376
16177,27.0,22.29878
16178,27.0,22.10984
16179,27.0,22.123312
16180,27.0,22.209835
16181,27.0,22.312252
16182,27.0,22.506905
16183,27.0,22.411724
16184,27.0,22.23927
16185,27.0,22.343182
16186,27.0,22.422155
16187,27.0,22.507713
16188,27.0,22.576818
16189,27.0,22.479765
16190,27.0,22.435299
16191,27.0,22.532606
16192,27.0,22.59333
16193,27.0,22.734009
16194,27.0,22.542566
16195,27.0,22.621696
16196,27.0,22.638294
16197,27.0,22.712204
16198,27.0,22.83086
16199,27.0,22.91839
16200,27.0,22.733625
16201,27.0,22.82248
16202,27.0,22.832062
16203,27.0,22.954823
16204,27.0,23.023409
16205,27.0,23.126942
16206,27.0,22.820423
16207,27.0,22.93644
16208,27.0,23.0564
16209,27.0,23.131533
16210,27.0,23.22219
16211,27.0,23.311152
16212,27.0,22.790474
16213,27.0,23.07684
16214,27.0,23.205256
16215,27.0,23.310505
16216,27.0,23.397522
16217,27.0,23.436666
16218,27.0,22.952848
16219,27.0,23.191437
16220,27.0,23.369814
16221,27.0,23.467648
16222,27.0,23.508276
16223,27.0,23.549845
16224,27.0,22.901651
16225,27.0,23.26124
16226,27.0,23.488182
16227,27.0,23.552742
16228,27.0,23.60318
16229,27.0,23.58299
16230,27.0,23.02884
16231,27.0,23.396425
16232,27.0,23.594007
16233,27.0,23.662006
16234,27.0,23.643093
16235,27.0,23.579914
16236,27.0,23.04015
16237,27.0,23.4123
16238,27.0,23.640526
16239,27.0,23.651056
16240,27.0,23.59893
16241,27.0,23.74778
16242,27.0,23.013433
16243,27.0,23.437325
16244,27.0,23.601013
16245,27.0,23.592028
16246,27.0,23.767124
16247,27.0,23.643768
16248,27.0,23.014118
16249,27.0,23.374966
16250,27.0,23.51638
16251,27.0,23.784092
16252,27.0,23.700146
16253,27.0,23.838764
16254,27.0,22.92551
16255,27.0,23.310349
16256,27.0,23.796455
16257,27.0,23.797684
16258,27.0,23.958225
16259,27.0,24.18871
16260,27.0,22.919819
16261,27.0,23.813696
16262,27.0,24.068666
16263,27.0,24.251873
16264,27.0,24.483906
16265,27.0,24.617674
16266,27.0,23.933014
16267,27.0,24.064716
16268,27.0,24.556772
16269,27.0,24.794228
16270,27.0,24.870749
16271,27.0,24.901096
16272,27.0,23.494005
16273,27.0,24.208519
16274,27.0,24.73947
16275,27.0,24.931856
16276,27.0,24.992004
16277,27.0,25.030754
16278,27.0,23.56754
16279,27.0,24.291496
16280,27.0,24.859531
16281,27.0,25.062912
16282,27.0,25.108812
16283,27.0,25.138407
16284,27.0,23.653349
16285,27.0,24.393711
16286,27.0,24.993786
16287,27.0,25.195
16288,27.0,25.218983
16289,27.0,25.221321
16290,27.0,23.756062
16291,27.0,24.504929
16292,27.0,25.126484
16293,27.0,25.31778
16294,27.0,25.299826
16295,27.0,25.331366
16296,27.0,23.859158
16297,27.0,24.616064
16298,27.0,25.247074
16299,27.0,25.407131
