,actuals,predictions
547,33.0,24.843155
548,33.0,24.869007
549,33.0,24.832203
550,33.0,24.700375
551,33.0,24.496243
552,33.0,26.18623
553,33.0,24.930737
554,33.0,24.912132
555,33.0,24.807695
556,33.0,24.63569
557,33.0,24.424725
558,33.0,26.246101
559,33.0,25.008667
560,33.0,24.943983
561,33.0,24.774454
562,33.0,24.58065
563,33.0,24.303099
564,33.0,26.300121
565,33.0,25.079288
566,33.0,24.96741
567,33.0,24.744467
568,33.0,24.476807
569,31.0,24.22485
570,33.0,26.349274
571,33.0,25.145298
572,33.0,24.977943
573,33.0,24.66672
574,31.0,24.409634
575,31.0,24.148682
576,33.0,26.394688
577,33.0,25.160702
578,33.0,24.945847
579,31.0,24.614847
580,31.0,24.338942
581,31.0,24.048065
582,33.0,26.391052
583,33.0,25.219677
584,31.0,24.972317
585,31.0,24.57977
586,31.0,24.25877
587,31.0,23.98193
588,33.0,26.46699
589,31.0,25.327347
590,31.0,25.006775
591,31.0,24.552513
592,31.0,24.221806
593,31.0,23.925236
594,31.0,26.517904
595,31.0,25.352476
596,31.0,25.012089
597,31.0,24.517097
598,31.0,24.163324
599,31.0,23.863949
600,31.0,26.500282
601,31.0,25.446835
602,31.0,25.053326
603,31.0,24.498266
604,31.0,24.120487
605,31.0,23.814758
606,31.0,26.595243
607,31.0,25.56575
608,31.0,25.11521
609,31.0,24.51027
610,31.0,24.107632
611,31.0,23.79058
612,31.0,26.63744
613,31.0,25.663134
614,31.0,25.17403
615,31.0,24.521786
616,31.0,24.098873
617,31.0,23.767052
618,31.0,26.684261
619,31.0,25.784061
620,31.0,25.265594
621,31.0,24.564693
622,31.0,24.11301
623,31.0,23.77221
624,31.0,26.741653
625,31.0,25.94254
626,31.0,25.4066
627,31.0,24.648697
628,31.0,24.178616
629,31.0,23.816753
630,31.0,26.815092
631,31.0,26.143509
632,31.0,25.613503
633,31.0,24.819777
634,31.0,24.317501
635,31.0,23.937668
636,31.0,26.89711
637,31.0,26.416687
638,31.0,25.95913
639,31.0,25.118896
640,31.0,24.591488
641,31.0,24.186068
642,31.0,27.018885
643,31.0,26.78417
644,31.0,26.467289
645,31.0,25.627087
646,31.0,25.071117
647,31.0,24.626846
648,31.0,27.135647
649,31.0,27.188747
650,31.0,27.142693
651,31.0,26.397358
652,31.0,25.80363
653,31.0,25.29434
654,31.0,27.259144
655,31.0,27.609058
656,31.0,27.932016
657,31.0,27.446413
658,31.0,26.838318
659,31.0,26.226784
660,31.0,27.389435
661,31.0,27.97588
662,31.0,28.63739
663,31.0,28.583138
664,31.0,28.171993
665,31.0,27.552238
666,31.0,27.511911
667,31.0,28.230324
668,31.0,29.065388
669,31.0,29.38285
670,31.0,29.40395
671,31.0,29.148857
672,31.0,27.598358
673,31.0,28.375607
674,31.0,29.237343
675,31.0,29.683681
676,31.0,29.989315
677,31.0,30.127865
678,31.0,27.64224
679,31.0,28.449055
680,31.0,29.278347
681,31.0,29.703098
682,31.0,30.066433
683,31.0,30.339256
684,31.0,27.648903
685,31.0,28.49141
686,31.0,29.279156
687,31.0,29.639774
688,31.0,29.960632
689,31.0,30.22689
690,31.0,27.628908
691,31.0,28.513943
692,31.0,29.263962
693,31.0,29.559578
694,31.0,29.813015
695,31.0,30.05804
696,31.0,27.59141
697,31.0,28.526173
698,31.0,29.243729
699,31.0,29.48207
700,31.0,29.696922
701,31.0,29.808594
702,31.0,27.54195
703,31.0,28.531422
704,31.0,29.220776
705,31.0,29.437119
706,31.0,29.522617
707,31.0,29.61755
708,31.0,27.485146
709,31.0,28.531002
710,31.0,29.220402
711,31.0,29.330242
712,31.0,29.402645
713,31.0,29.425652
714,31.0,27.41852
715,31.0,28.548885
716,31.0,29.157425
717,31.0,29.271465
718,31.0,29.281616
719,31.0,29.237984
720,31.0,27.371792
721,31.0,28.50814
722,31.0,29.138287
723,31.0,29.208572
724,31.0,29.153008
725,31.0,29.056557
726,31.0,27.272621
727,31.0,28.496037
728,31.0,29.085667
729,31.0,29.087055
730,31.0,28.992203
731,31.0,28.895199
732,31.0,27.187408
733,31.0,28.458233
734,31.0,28.986794
735,31.0,28.980846
736,31.0,28.888924
737,31.0,28.720661
738,31.0,27.106503
739,31.0,28.38015
740,31.0,28.924427
741,31.0,28.920181
742,31.0,28.760593
743,31.0,28.594505
744,31.0,26.93484
745,31.0,28.305557
746,31.0,28.834366
747,31.0,28.77523
748,31.0,28.611805
749,31.0,28.417126
750,31.0,26.919994
751,31.0,28.368553
752,31.0,28.89392
753,31.0,28.830112
754,31.0,28.638851
755,31.0,28.410343
756,31.0,26.82294
757,31.0,28.323769
758,31.0,28.835766
759,31.0,28.75077
760,31.0,28.53646
761,31.0,28.28633
762,31.0,26.721165
763,31.0,28.27562
764,31.0,28.777573
765,31.0,28.673061
766,31.0,28.437878
767,31.0,28.19638
768,31.0,26.61644
769,31.0,28.223263
770,31.0,28.71743
771,31.0,28.594772
772,31.0,28.368736
773,31.0,28.031792
774,31.0,26.510948
775,31.0,28.167038
776,31.0,28.654999
777,31.0,28.54316
778,31.0,28.221138
779,31.0,27.924126
780,31.0,26.399002
781,31.0,28.10652
782,31.0,28.61842
783,31.0,28.414219
784,31.0,28.135628
785,31.0,27.808716
786,31.0,26.287895
787,31.0,28.070045
788,31.0,28.50932
789,31.0,28.348946
790,31.0,28.043354
791,31.0,23.34177
792,31.0,26.206448
793,31.0,27.971718
794,31.0,28.462505
795,31.0,28.281994
796,31.0,23.699741
797,31.0,25.013256
798,31.0,26.060574
799,31.0,27.90097
800,31.0,28.3853
801,31.0,23.887728
802,31.0,25.156351
803,31.0,25.541143
804,31.0,25.960732
805,31.0,27.849327
806,31.0,23.827501
807,31.0,25.247988
808,31.0,25.717808
809,31.0,25.604607
810,31.0,25.849388
811,31.0,23.0548
812,31.0,25.24926
813,31.0,25.990484
814,31.0,26.002995
815,31.0,25.862274
816,31.0,21.581142
817,31.0,24.918835
818,31.0,26.556673
819,31.0,26.987398
820,31.0,26.947159
821,31.0,26.59521
822,31.0,25.590717
823,31.0,27.639408
824,31.0,28.1442
825,31.0,27.897747
826,31.0,27.498463
827,31.0,26.997524
828,31.0,25.512695
829,31.0,27.586838
830,31.0,28.090555
831,31.0,27.827423
832,31.0,27.404514
833,31.0,26.860703
834,31.0,25.41016
835,31.0,27.527542
836,31.0,28.03728
837,31.0,27.75889
838,31.0,27.311234
839,31.0,26.71896
840,31.0,25.313297
841,31.0,27.469631
842,31.0,27.983727
843,31.0,27.688461
844,31.0,27.213018
845,31.0,26.505924
846,31.0,25.221033
847,31.0,27.412464
848,31.0,27.929539
849,31.0,27.615847
850,31.0,27.02998
851,31.0,26.375586
852,31.0,25.125267
853,31.0,27.353704
854,31.0,27.874035
855,31.0,27.456665
856,31.0,26.952417
857,31.0,26.18646
858,31.0,25.033978
859,31.0,27.29528
860,31.0,27.7355
861,31.0,27.406548
862,31.0,26.839787
863,31.0,25.978466
864,31.0,24.943918
865,31.0,27.151747
866,31.0,27.72678
867,31.0,27.35202
868,31.0,26.711737
869,31.0,25.795486
870,31.0,24.766926
871,31.0,27.126354
872,31.0,27.643944
873,31.0,27.21851
874,31.0,26.55451
875,31.0,25.515003
876,31.0,24.76562
877,31.0,27.116222
878,31.0,27.637035
879,31.0,27.208796
880,31.0,26.420727
881,31.0,25.41843
882,31.0,24.681416
883,31.0,27.05522
884,31.0,27.57258
885,31.0,27.030119
886,31.0,26.308954
887,31.0,25.185802
888,31.0,24.598392
889,31.0,26.994125
890,31.0,27.423027
891,31.0,26.964573
892,31.0,26.170906
893,31.0,24.935291
894,31.0,24.511044
895,31.0,26.843178
896,31.0,27.415096
897,31.0,26.9071
898,31.0,26.013453
899,31.0,24.712387
900,31.0,24.336864
901,31.0,26.8297
902,31.0,27.342232
903,31.0,26.766712
904,31.0,25.832008
905,31.0,24.466103
906,31.0,24.3428
907,31.0,26.802383
908,31.0,27.298737
909,31.0,26.71333
910,31.0,25.724558
911,31.0,24.294209
912,31.0,24.267273
913,31.0,26.741114
914,31.0,27.228928
915,31.0,26.6083
916,31.0,25.556152
917,31.0,24.05803
918,31.0,24.182835
919,31.0,26.67522
920,31.0,27.155178
921,31.0,26.496918
922,31.0,25.379576
923,31.0,23.81712
924,31.0,24.103416
925,31.0,26.61028
926,31.0,27.080414
927,31.0,26.382565
928,31.0,25.198246
929,31.0,23.575466
930,31.0,24.024788
931,31.0,26.544918
932,31.0,27.004349
933,31.0,26.265217
934,31.0,25.01244
935,31.0,23.33358
936,31.0,23.949896
937,31.0,26.48022
938,31.0,26.927408
939,31.0,26.145111
940,31.0,24.822489
941,31.0,23.091858
942,31.0,23.870018
943,31.0,26.413235
944,31.0,26.848505
945,31.0,26.021564
946,31.0,24.628101
947,31.0,22.850334
948,31.0,23.794376
949,31.0,26.347109
950,31.0,26.768745
951,31.0,25.895142
952,31.0,24.429682
953,31.0,22.56559
954,31.0,23.721989
955,31.0,26.281559
956,31.0,26.688236
957,31.0,25.765945
958,31.0,24.156166
959,31.0,22.320213
960,31.0,23.643995
961,31.0,26.213428
962,31.0,26.605637
963,31.0,25.544678
964,31.0,23.972576
965,31.0,22.063492
966,31.0,23.569427
967,31.0,26.145798
968,31.0,26.431812
969,31.0,25.448692
970,31.0,23.753223
971,31.0,21.813238
972,31.0,23.496853
973,31.0,25.984125
974,31.0,26.429422
975,31.0,25.34337
976,31.0,23.5506
977,31.0,21.81836
978,31.0,23.326794
979,31.0,25.977537
980,31.0,26.33458
981,31.0,25.173944
982,31.0,23.365692
983,31.0,22.64013
984,31.0,23.335955
985,31.0,25.934002
986,31.0,26.260447
987,31.0,25.142681
988,31.0,24.508259
989,31.0,24.347443
990,31.0,23.255783
991,31.0,25.858871
992,31.0,26.504028
993,31.0,26.75638
994,31.0,27.372421
995,31.0,26.859787
996,31.0,23.171387
997,31.0,26.101974
998,31.0,28.121994
999,31.0,28.88924
1000,31.0,28.835762
1001,31.0,26.900204
1002,31.0,23.176683
1003,31.0,26.475391
1004,31.0,28.180645
1005,31.0,27.787054
1006,31.0,27.845905
1007,31.0,26.90689
1008,31.0,23.140823
1009,31.0,26.557549
1010,31.0,28.143356
1011,31.0,27.638794
1012,31.0,27.764683
1013,35.0,26.838688
1014,31.0,23.03276
1015,31.0,26.501595
1016,31.0,28.19313
1017,31.0,27.863415
1018,35.0,27.988903
1019,35.0,26.479256
1020,31.0,22.926754
1021,31.0,26.43209
1022,31.0,28.246504
1023,35.0,28.17603
1024,35.0,28.031385
1025,35.0,26.013353
1026,31.0,22.81327
1027,31.0,26.357079
1028,35.0,28.282114
1029,35.0,28.370731
1030,35.0,27.79055
1031,35.0,25.715744
1032,31.0,22.70419
1033,35.0,26.165932
1034,35.0,28.296272
1035,35.0,28.287754
1036,35.0,27.72434
1037,35.0,25.496727
1038,35.0,22.503117
1039,35.0,26.143005
1040,35.0,28.266588
1041,35.0,28.383747
1042,35.0,27.64227
1043,35.0,25.388376
1044,35.0,22.525066
1045,35.0,26.129345
1046,35.0,28.313084
1047,35.0,28.389416
1048,35.0,27.512482
1049,35.0,25.22741
1050,35.0,22.412815
1051,35.0,26.049885
1052,35.0,28.29366
1053,35.0,28.377705
1054,35.0,27.354355
1055,35.0,25.061985
1056,35.0,22.335125
1057,35.0,25.977222
1058,35.0,28.269087
1059,35.0,28.346561
1060,35.0,27.199326
1061,35.0,24.930706
1062,35.0,22.26391
1063,35.0,25.90681
1064,35.0,28.236706
1065,35.0,28.299381
1066,35.0,27.068789
1067,35.0,24.80966
1068,35.0,22.189339
1069,35.0,25.834387
1070,35.0,28.202816
1071,35.0,28.268768
1072,35.0,26.937336
1073,35.0,24.695938
1074,35.0,22.12957
1075,35.0,25.768135
1076,35.0,28.186754
1077,35.0,28.211472
1078,35.0,26.797615
1079,35.0,24.620472
1080,35.0,22.074036
1081,35.0,25.731117
1082,35.0,28.15128
1083,35.0,28.130741
1084,35.0,26.705667
1085,35.0,24.557173
1086,35.0,22.044872
1087,35.0,25.673374
1088,35.0,28.089676
1089,35.0,28.108852
1090,35.0,26.62765
1091,35.0,24.504025
1092,35.0,21.995375
1093,35.0,25.584072
1094,35.0,28.10481
1095,35.0,28.07076
1096,35.0,26.587017
1097,35.0,24.435623
1098,35.0,21.931149
1099,35.0,25.625088
1100,35.0,28.118153
1101,35.0,28.065424
1102,35.0,26.47961
1103,35.0,24.34882
1104,35.0,21.960732
1105,35.0,25.621975
1106,35.0,28.083664
1107,35.0,27.955154
1108,35.0,26.271278
1109,35.0,24.22422
1110,35.0,21.917347
1111,35.0,25.4888
1112,35.0,27.952465
1113,35.0,27.76623
1114,35.0,26.05605
1115,35.0,24.118092
1116,35.0,21.81401
1117,35.0,25.346066
1118,35.0,27.840092
1119,35.0,27.619425
1120,35.0,25.91737
1121,35.0,24.039272
1122,35.0,21.753729
1123,35.0,25.283295
1124,35.0,27.781502
1125,35.0,27.552248
1126,35.0,25.819267
1127,35.0,23.975376
1128,35.0,21.710186
1129,35.0,25.224586
1130,35.0,27.752298
1131,35.0,27.475473
1132,35.0,25.730585
1133,35.0,23.825653
1134,35.0,21.67968
1135,35.0,25.200455
1136,35.0,27.709774
1137,35.0,27.404297
1138,35.0,25.524231
1139,35.0,23.875877
1140,35.0,21.655128
1141,35.0,25.14637
1142,35.0,27.659836
1143,35.0,27.170134
1144,35.0,25.630657
1145,35.0,21.057968
1146,35.0,21.617939
1147,35.0,25.090939
1148,35.0,27.362457
1149,35.0,27.277613
1150,35.0,22.537193
1151,35.0,23.264969
1152,35.0,21.58163
1153,35.0,24.876787
1154,35.0,27.42593
1155,35.0,23.146336
1156,35.0,24.678635
1157,35.0,23.676281
1158,35.0,21.453257
1159,35.0,25.039206
1160,35.0,22.840015
1161,35.0,24.127304
1162,35.0,25.138962
1163,35.0,23.682
1164,35.0,21.58489
1165,35.0,21.63567
1166,35.0,23.238808
1167,35.0,25.388464
1168,35.0,24.838871
1169,35.0,23.359268
1170,35.0,21.06289
1171,35.0,22.149736
1172,35.0,24.020155
1173,35.0,24.896729
1174,35.0,23.843613
1175,35.0,23.027416
1176,35.0,21.473263
1177,35.0,24.976398
1178,35.0,27.459766
1179,35.0,27.415993
1180,35.0,25.988647
1181,35.0,21.444996
1182,35.0,21.459969
1183,35.0,24.937332
1184,35.0,27.434956
1185,35.0,27.37465
1186,35.0,23.06134
1187,35.0,21.006596
1188,35.0,21.425766
1189,35.0,24.887524
1190,35.0,27.401976
1191,35.0,23.784168
1192,35.0,20.48446
1193,35.0,20.454676
1194,35.0,21.392862
1195,35.0,24.838116
1196,35.0,23.984863
1197,35.0,20.702759
1198,35.0,20.795547
1199,35.0,20.757458
1200,35.0,21.36084
1201,35.0,23.031828
1202,35.0,22.393116
1203,35.0,21.139482
1204,35.0,20.58435
1205,35.0,20.546574
1206,35.0,21.318317
1207,35.0,21.344011
1208,35.0,20.593033
1209,35.0,20.441113
1210,35.0,20.466564
1211,35.0,20.488617
1212,35.0,21.2594
1213,35.0,21.317768
1214,35.0,20.635664
1215,35.0,20.44552
1216,35.0,20.467255
1217,35.0,20.488775
1218,35.0,21.253048
1219,35.0,21.376846
1220,35.0,20.65218
1221,35.0,20.447763
1222,35.0,20.468346
1223,35.0,20.447285
1224,35.0,21.299831
1225,35.0,21.398174
1226,35.0,20.660404
1227,35.0,20.450115
1228,35.0,20.426626
1229,33.0,20.488573
1230,35.0,21.293226
1231,35.0,21.39518
1232,35.0,20.661015
1233,35.0,20.407232
1234,33.0,20.467606
1235,33.0,20.490887
1236,35.0,21.287172
1237,35.0,21.392351
1238,35.0,20.611774
1239,33.0,20.446795
1240,33.0,20.470617
1241,33.0,20.492914
1242,35.0,21.280905
1243,35.0,21.326763
1244,33.0,20.645893
1245,33.0,20.451893
1246,33.0,20.472603
